Submission ID,Respondent ID,Submitted at,À quelle tranche d'âge appartenez-vous ? ,"As-tu entendu parler de la semaine ""The Olympic Esports Series 2023"" ?",Quelles sont les épreuves que tu connais ?,Quelles sont les épreuves que tu connais ? (Danse (Just Dance)),Quelles sont les épreuves que tu connais ? (Tir à l'arc (Tic Tac Bow)),Quelles sont les épreuves que tu connais ? (Tir (Fortnite)),Quelles sont les épreuves que tu connais ? (Taekwondo (Virtual Taekwondo)),Quelles sont les épreuves que tu connais ? (Cyclisme (Zwift)),Quelles sont les épreuves que tu connais ? (Voile (Virtual Regatta)),Quelles sont les épreuves que tu connais ? (Baseball (Ebaseball : Power pros)),Quelles sont les épreuves que tu connais ? (Tennis (Tennis Clash)),Quelles sont les épreuves que tu connais ? (Moto (Gran Turismo)),Quelles sont les épreuves que tu connais ? (Echec (Chess.com)),Quelles sont les épreuves que tu connais ? (Triathlon (Zwift)),Quelles sont les épreuves que tu connais ? (Aucun),Connaissez-vous cette épreuve en raison de votre pratique du sport en question ou parce que vous l’avez découverte grâce à l’évènement ?,"Quelle a été votre expérience sur ""The Olympic Esports Series 2023"" ?

 [Visionnage (plateforme, fluidité)]","Quelle a été votre expérience sur ""The Olympic Esports Series 2023"" ?

 [Jeux choisies]","Quelle a été votre expérience sur ""The Olympic Esports Series 2023"" ?

 [Communications]","Connais-tu l'e-sport ? 
",Parmi ces jeux lesquels connais-tu?,Parmi ces jeux lesquels connais-tu? (League of Legends),Parmi ces jeux lesquels connais-tu? (Counter Strike),Parmi ces jeux lesquels connais-tu? (Call of Duty),Parmi ces jeux lesquels connais-tu? (Rocket League),Parmi ces jeux lesquels connais-tu? (Dota 2),Parmi ces jeux lesquels connais-tu? (Fortnite),Parmi ces jeux lesquels connais-tu? (Fifa),Parmi ces jeux lesquels connais-tu? (Trackmania),Parmi ces jeux lesquels connais-tu? (Street Fighter),Parmi ces jeux lesquels connais-tu? (Aucun),À quelle fréquence regardes-tu les compétitions ? ,"Pour toi, lequel est le plus attrayant : les sports olympiques traditionnels ou l'e-sport ?
",Penses-tu que le e-sport a sa place dans les JO ? ,Est-ce que tu serais plus enclin à regarder les JO si l’e-sport en faisait partie ?,"Parmi ces athlètes, lesquels connais-tu ?","Parmi ces athlètes, lesquels connais-tu ? (Teddy Riner)","Parmi ces athlètes, lesquels connais-tu ? (Lee Sang-hyeok (Faker))","Parmi ces athlètes, lesquels connais-tu ? (Simone Biles)","Parmi ces athlètes, lesquels connais-tu ? (Serena Williams)","Parmi ces athlètes, lesquels connais-tu ? (Seth Abner (scumperjumper))","Parmi ces athlètes, lesquels connais-tu ? (Choi Woo-je (Zeus))","Parmi ces athlètes, lesquels connais-tu ? (Shelly-Ann Fraser-Pryce)","Parmi ces athlètes, lesquels connais-tu ? (Kyle Storer (Torment))","Parmi ces athlètes, lesquels connais-tu ? (Nikola Kovač (NiKo))","Parmi ces athlètes, lesquels connais-tu ? (Hassiba Boulmerka)","Parmi ces athlètes, lesquels connais-tu ? (Aucun)"
OAAzRM,JO8rjd,2023-10-17 20:14:26,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Quand je tombe dessus,Sport traditionnel,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Choi Woo-je (Zeus)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
zKKKbM,JO8j64,2023-10-17 20:25:56,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Fifa",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Que les grands évènments,Sport traditionnel,Non,Peut être,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Choi Woo-je (Zeus)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7ddvoz,xJ9WXr,2023-10-17 21:45:56,Moins de 15 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","Call of Duty, Rocket League, Counter Strike, League of Legends, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Oui,Peut être,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
yllqVB,7N4AkA,2023-10-17 22:48:43,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Call of Duty, Rocket League, Fortnite, Fifa",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,E-sport,Oui,Peut être,"Teddy Riner, Simone Biles",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dYYLDd,W8DA8R,2023-10-18 7:33:15,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Call of Duty, Rocket League, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,Sport traditionnel,Oui,Peut être,"Teddy Riner, Nikola Kovač (NiKo)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
rllNb5,d9KYDo,2023-10-18 7:37:55,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Rocket League, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,E-sport,Oui,Oui,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
g55yoJ,KVvMv7,2023-10-18 7:40:03,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,Sport traditionnel,Non,Oui,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1rKXNQ,Exv09A,2023-10-18 8:34:45,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1 à 2 fois par semaine,Sport traditionnel,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Choi Woo-je (Zeus), Nikola Kovač (NiKo)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
VZlGqa,o2KOrN,2023-10-18 8:36:22,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Call of Duty, Fifa, Fortnite, Street Fighter",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Jamais / regarde les shorts,Sport traditionnel,Non,Non,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gr1RZL,xJ4Pe5,2023-10-18 9:41:38,20-24 ans,,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Call of Duty, Fortnite, Fifa, Street Fighter",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Non,Non,"Simone Biles, Serena Williams, Choi Woo-je (Zeus), Lee Sang-hyeok (Faker), Teddy Riner",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5dkx2v,4KANkB,2023-10-18 9:47:54,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Fortnite, Dota 2, Trackmania, Street Fighter, Fifa",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,Sport traditionnel,Oui,Peut être,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
g5A5PJ,VzvoOM,2023-10-18 10:41:40,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Rocket League, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,Sport traditionnel,Oui,Peut être,Serena Williams,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lNALLB,GRXq4o,2023-10-18 11:25:23,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","Call of Duty, Rocket League, League of Legends, Fortnite, Trackmania, Fifa, Street Fighter",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,Sport traditionnel,Oui,Oui,"Teddy Riner, Serena Williams, Nikola Kovač (NiKo)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
6dkR1e,bWKYMe,2023-10-18 11:26:43,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais",Fortnite,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Sport traditionnel,Oui,Peut être,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ZdVleA,g9YJoK,2023-10-18 11:29:20,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Fifa, Fortnite, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Jamais / regarde les shorts,E-sport,Oui,Peut être,"Teddy Riner, Simone Biles, Serena Williams",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
blkLD7,2K1lpg,2023-10-18 11:30:14,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","Call of Duty, Fortnite, Fifa",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Non,Peut être,Serena Williams,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
zKzZvk,bWKYa0,2023-10-18 11:30:53,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Street Fighter, Call of Duty, Rocket League, Fifa",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
XeGEAY,RD8zdd,2023-10-18 11:32:38,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Call of Duty, Fifa, Fortnite",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Jamais / regarde les shorts,E-sport,Oui,Oui,"Teddy Riner, Simone Biles, Serena Williams, Seth Abner (scumperjumper), Choi Woo-je (Zeus), Kyle Storer (Torment)",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
rlKV4l,KVvaYX,2023-10-18 11:34:06,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","Call of Duty, Street Fighter, Fifa, Fortnite, League of Legends",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Non,Peut être,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
J2RDV4,Vzv4vN,2023-10-18 11:44:08,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","Fortnite, Rocket League",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Sport traditionnel,Non,Peut être,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAEXQ0,5Z8Mld,2023-10-18 12:05:04,20-24 ans,,,,,,,,,,,,,,,,,,,"Oui, je regarde",Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 à 2 fois par semaine,Sport traditionnel,Non,Peut être,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
MAO8g0,N7MOMO,2023-10-18 12:47:14,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","Fifa, League of Legends, Call of Duty, Rocket League, Fortnite",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Jamais / regarde les shorts,E-sport,Non,Peut être,"Teddy Riner, Simone Biles, Serena Williams, Nikola Kovač (NiKo), Hassiba Boulmerka",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
qbBkbY,d9KpAo,2023-10-18 13:23:25,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Call of Duty, Rocket League, Counter Strike, Fortnite, Fifa, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Jamais / regarde les shorts,Sport traditionnel,Non,Non,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
oABxeV,g9Y1MK,2023-10-18 14:03:18,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,Sport traditionnel,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Simone Biles, Serena Williams, Seth Abner (scumperjumper), Choi Woo-je (Zeus), Nikola Kovač (NiKo)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
eBA88x,kNKj2Z,2023-10-18 15:24:58,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,E-sport,Oui,Oui,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
xdQ7DE,LPv4p1,2023-10-18 15:30:54,25-29 ans,Oui,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Autre,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZdVAga,GRXO5e,2023-10-18 15:37:22,20-24 ans,Non,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"Oui, je regarde","Rocket League, Fortnite, Fifa, Street Fighter, Call of Duty, Counter Strike, League of Legends",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7dD0v2,PzvJdx,2023-10-18 15:47:41,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Rocket League, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Simone Biles, Serena Williams",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
XeGARP,o2KLDO,2023-10-18 15:48:46,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Rocket League, Fortnite, Fifa, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Oui,Peut être,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gr1Olp,Exv7Yl,2023-10-18 15:58:12,25-29 ans,Oui,"Danse (Just Dance), Tir (Fortnite), Voile (Virtual Regatta), Moto (Gran Turismo), Echec (Chess.com)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Autre,Neutre,Neutre,Neutre,"Oui, je regarde","League of Legends, Trackmania",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Jamais / regarde les shorts,E-sport,Oui,Oui,"Teddy Riner, Serena Williams, Lee Sang-hyeok (Faker)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dYAJ1K,6ZABJO,2023-10-18 16:04:35,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Fortnite, Dota 2, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Non,Non,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Choi Woo-je (Zeus)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5dkPeP,ExvOgL,2023-10-18 16:16:37,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Jamais / regarde les shorts,Sport traditionnel,Non,Non,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ylyaVx,5Z875M,2023-10-18 16:37:44,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Rocket League, Fortnite, Fifa, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Simone Biles, Serena Williams, Shelly-Ann Fraser-Pryce",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
aBxRYq,19DLNg,2023-10-18 16:55:40,30-34 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Street Fighter, Trackmania, Fifa",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,Sport traditionnel,Oui,Oui,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gr1Wde,jl5KKE,2023-10-18 17:23:53,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Fortnite, Fifa, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Jamais / regarde les shorts,Sport traditionnel,Oui,Peut être,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24kM8D,Z2vqaA,2023-10-18 17:51:33,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","Street Fighter, Trackmania, Fifa, Fortnite, Dota 2, Rocket League, Call of Duty, Counter Strike, League of Legends",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,E-sport,Oui,Non,Teddy Riner,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lNAPrW,a2K70Z,2023-10-18 17:54:34,Moins de 15 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Fortnite, Trackmania, Fifa, Street Fighter, Rocket League",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,E-sport,Non,Oui,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
lNAPKX,roGzvl,2023-10-18 17:58:43,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","Rocket League, Fortnite, Aucun",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1 à 2 fois par semaine,E-sport,Oui,Non,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rz4XKQ,Z2vq0e,2023-10-18 18:07:16,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,E-sport,Non,Non,"Teddy Riner, Lee Sang-hyeok (Faker)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7dZX42,o256lV,2023-10-18 19:00:40,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais",Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Sport traditionnel,Non,Peut être,"Serena Williams, Nikola Kovač (NiKo), Teddy Riner, Hassiba Boulmerka",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
vN2M7d,19NAOM,2023-10-18 19:23:29,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Call of Duty, Rocket League, Fortnite, Fifa, Street Fighter, Trackmania",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Oui,Oui,"Teddy Riner, Choi Woo-je (Zeus), Lee Sang-hyeok (Faker)",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kYZyWd,roJOKL,2023-10-18 21:16:58,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Call of Duty, Rocket League, Fortnite, Fifa, Street Fighter",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Oui,Oui,"Teddy Riner, Serena Williams, Nikola Kovač (NiKo)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
aBG619,7NaKEZ,2023-10-18 21:24:50,35-39 ans,Non,,,,,,,,,,,,,,,,,,Non,"Fortnite, Fifa",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZdJVqy,5ZexjN,2023-10-18 22:13:42,30-34 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","Call of Duty, Street Fighter, Fortnite, Fifa",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Simone Biles, Serena Williams",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
oAOoNX,RDb5B9,2023-10-18 22:57:46,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,E-sport,Non,Non,"Teddy Riner, Lee Sang-hyeok (Faker), Simone Biles, Serena Williams, Choi Woo-je (Zeus)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
zKe9vg,RDbrBJ,2023-10-19 7:07:34,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","Counter Strike, League of Legends, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1rEZRp,AB4Gqk,2023-10-19 8:46:48,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Rocket League, Fortnite, Fifa, Street Fighter",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Oui,Non,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
jBLeQQ,6ZWGZe,2023-10-19 9:27:59,30-34 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","Counter Strike, Call of Duty, Fifa, Fortnite",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
